index,filename,source,lens,chi,x,y,einsteinR,sigma,sigma2,theta,nterms
"00957",image-00957.png,s,p,53,68,49,50,23,0,0,16
"00958",image-00958.png,s,p,55,65,-64,13,36,0,0,16
"00959",image-00959.png,s,p,61,-29,-11,12,20,0,0,16
"00960",image-00960.png,s,p,37,-55,118,8,55,0,0,16
"00961",image-00961.png,s,p,46,-114,60,31,17,0,0,16
"00962",image-00962.png,s,p,49,-43,26,6,8,0,0,16
"00963",image-00963.png,s,p,40,13,12,37,47,0,0,16
"00964",image-00964.png,s,p,57,106,-61,46,49,0,0,16
"00965",image-00965.png,s,p,44,-4,-66,37,62,0,0,16
"00966",image-00966.png,s,p,68,-119,-66,45,6,0,0,16
"00967",image-00967.png,s,p,50,-121,17,12,19,0,0,16
"00968",image-00968.png,s,p,52,-108,-8,5,12,0,0,16
"00969",image-00969.png,s,p,67,-38,-118,45,61,0,0,16
"00970",image-00970.png,s,p,61,9,95,32,11,0,0,16
"00971",image-00971.png,s,p,46,121,-34,49,16,0,0,16
"00972",image-00972.png,s,p,52,69,71,4,64,0,0,16
"00973",image-00973.png,s,p,50,93,-93,14,53,0,0,16
"00974",image-00974.png,s,p,60,-30,55,18,34,0,0,16
"00975",image-00975.png,s,p,67,-56,-17,34,46,0,0,16
"00976",image-00976.png,s,p,40,-6,-97,14,28,0,0,16
"00977",image-00977.png,s,p,49,-121,94,3,53,0,0,16
"00978",image-00978.png,s,p,49,-66,-95,8,66,0,0,16
"00979",image-00979.png,s,p,64,61,-44,39,59,0,0,16
"00980",image-00980.png,s,p,38,-8,48,8,56,0,0,16
"00981",image-00981.png,s,p,52,-112,44,44,30,0,0,16
"00982",image-00982.png,s,p,41,-52,120,14,70,0,0,16
"00983",image-00983.png,s,p,59,48,-80,7,63,0,0,16
"00984",image-00984.png,s,p,58,15,-46,7,56,0,0,16
"00985",image-00985.png,s,p,59,11,80,34,47,0,0,16
"00986",image-00986.png,s,p,42,92,-34,9,22,0,0,16
"00987",image-00987.png,s,p,64,82,113,46,8,0,0,16
"00988",image-00988.png,s,p,53,96,-114,17,39,0,0,16
"00989",image-00989.png,s,p,37,47,120,34,15,0,0,16
"00990",image-00990.png,s,p,64,1,69,2,26,0,0,16
"00991",image-00991.png,s,p,50,-45,94,44,69,0,0,16
"00992",image-00992.png,s,p,49,-8,15,36,41,0,0,16
"00993",image-00993.png,s,p,33,-106,-79,3,34,0,0,16
"00994",image-00994.png,s,p,43,-23,46,32,42,0,0,16
"00995",image-00995.png,s,p,61,-30,-34,34,49,0,0,16
"00996",image-00996.png,s,p,63,24,61,33,70,0,0,16
"00997",image-00997.png,s,p,63,112,12,32,26,0,0,16
"00998",image-00998.png,s,p,31,-38,104,4,38,0,0,16
"00999",image-00999.png,s,p,54,5,-123,27,42,0,0,16
"01000",image-01000.png,s,p,34,121,65,27,15,0,0,16
"01001",image-01001.png,s,p,32,-70,-73,43,67,0,0,16
"01002",image-01002.png,s,p,43,9,78,19,24,0,0,16
"01003",image-01003.png,s,p,53,101,65,25,16,0,0,16
"01004",image-01004.png,s,p,54,-78,-124,38,33,0,0,16
"01005",image-01005.png,s,p,49,37,-110,24,18,0,0,16
"01006",image-01006.png,s,p,66,41,-91,3,27,0,0,16
"01007",image-01007.png,s,p,58,-28,-89,19,10,0,0,16
"01008",image-01008.png,s,p,59,-22,117,9,50,0,0,16
"01009",image-01009.png,s,p,38,-93,90,49,26,0,0,16
"01010",image-01010.png,s,p,60,-34,-47,45,38,0,0,16
"01011",image-01011.png,s,p,49,91,101,6,5,0,0,16
"01012",image-01012.png,s,p,56,106,-88,32,31,0,0,16
"01013",image-01013.png,s,p,45,-121,-10,45,51,0,0,16
"01014",image-01014.png,s,p,67,-72,-108,37,6,0,0,16
"01015",image-01015.png,s,p,57,51,-57,5,6,0,0,16
"01016",image-01016.png,s,p,69,74,87,10,67,0,0,16
"01017",image-01017.png,s,p,54,-44,-27,20,13,0,0,16
"01018",image-01018.png,s,p,66,37,72,37,18,0,0,16
"01019",image-01019.png,s,p,54,101,8,26,11,0,0,16
"01020",image-01020.png,s,p,59,21,-77,15,70,0,0,16
"01021",image-01021.png,s,p,41,29,-125,41,35,0,0,16
"01022",image-01022.png,s,p,35,-38,106,24,29,0,0,16
"01023",image-01023.png,s,p,33,-117,-67,44,37,0,0,16
"01024",image-01024.png,s,p,30,45,-38,24,13,0,0,16
"01025",image-01025.png,s,p,65,115,-8,33,1,0,0,16
"01026",image-01026.png,s,p,64,-82,-123,46,56,0,0,16
"01027",image-01027.png,s,p,60,60,58,28,4,0,0,16
"01028",image-01028.png,s,p,52,-15,87,34,56,0,0,16
"01029",image-01029.png,s,p,47,22,114,22,11,0,0,16
"01030",image-01030.png,s,p,63,93,5,14,13,0,0,16
"01031",image-01031.png,s,p,40,88,71,31,19,0,0,16
"01032",image-01032.png,s,p,55,32,82,28,8,0,0,16
"01033",image-01033.png,s,p,69,-71,87,35,20,0,0,16
"01034",image-01034.png,s,p,35,122,14,40,24,0,0,16
"01035",image-01035.png,s,p,46,-120,61,33,34,0,0,16
"01036",image-01036.png,s,p,46,-7,-116,48,22,0,0,16
"01037",image-01037.png,s,p,50,-121,-77,38,59,0,0,16
"01038",image-01038.png,s,p,67,34,46,2,23,0,0,16
"01039",image-01039.png,s,p,50,-19,-77,12,27,0,0,16
"01040",image-01040.png,s,p,50,56,40,12,61,0,0,16
"01041",image-01041.png,s,p,48,-101,-50,26,9,0,0,16
"01042",image-01042.png,s,p,65,-3,122,37,30,0,0,16
"01043",image-01043.png,s,p,59,19,17,7,41,0,0,16
"01044",image-01044.png,s,p,61,-44,5,5,43,0,0,16
"01045",image-01045.png,s,p,33,-70,-59,17,16,0,0,16
"01046",image-01046.png,s,p,38,94,-121,7,38,0,0,16
"01047",image-01047.png,s,p,58,67,-76,4,2,0,0,16
"01048",image-01048.png,s,p,32,-87,-75,23,37,0,0,16
"01049",image-01049.png,s,p,36,86,-12,21,67,0,0,16
"01050",image-01050.png,s,p,61,-121,-30,39,11,0,0,16
"01051",image-01051.png,s,p,30,1,112,42,17,0,0,16
"01052",image-01052.png,s,p,34,-61,-3,29,65,0,0,16
"01053",image-01053.png,s,p,36,63,-75,15,30,0,0,16
"01054",image-01054.png,s,p,42,-109,102,34,21,0,0,16
"01055",image-01055.png,s,p,41,109,19,15,13,0,0,16
"01056",image-01056.png,s,p,64,14,49,15,41,0,0,16
"01057",image-01057.png,s,p,33,-34,-54,44,31,0,0,16
"01058",image-01058.png,s,p,69,-88,48,40,39,0,0,16
"01059",image-01059.png,s,p,35,11,15,38,13,0,0,16
"01060",image-01060.png,s,p,33,-10,58,44,44,0,0,16
"01061",image-01061.png,s,p,47,-125,-36,35,23,0,0,16
"01062",image-01062.png,s,p,51,-31,6,44,50,0,0,16
"01063",image-01063.png,s,p,32,-4,60,10,34,0,0,16
"01064",image-01064.png,s,p,70,40,29,4,29,0,0,16
"01065",image-01065.png,s,p,38,-62,93,25,65,0,0,16
"01066",image-01066.png,s,p,65,92,33,6,62,0,0,16
"01067",image-01067.png,s,p,60,91,-118,2,49,0,0,16
"01068",image-01068.png,s,p,64,-114,-9,44,68,0,0,16
"01069",image-01069.png,s,p,65,-68,-32,37,25,0,0,16
"01070",image-01070.png,s,p,65,66,59,2,51,0,0,16
"01071",image-01071.png,s,p,52,-99,11,32,24,0,0,16
"01072",image-01072.png,s,p,31,90,-84,32,38,0,0,16
"01073",image-01073.png,s,p,40,90,-105,13,28,0,0,16
"01074",image-01074.png,s,p,48,-45,65,26,10,0,0,16
"01075",image-01075.png,s,p,42,21,16,37,43,0,0,16
"01076",image-01076.png,s,p,65,46,-22,6,23,0,0,16
"01077",image-01077.png,s,p,45,99,54,4,55,0,0,16
"01078",image-01078.png,s,p,58,77,7,35,9,0,0,16
"01079",image-01079.png,s,p,59,37,-26,12,24,0,0,16
"01080",image-01080.png,s,p,48,39,-47,10,48,0,0,16
"01081",image-01081.png,s,p,68,56,-77,36,2,0,0,16
"01082",image-01082.png,s,p,34,-95,-21,10,3,0,0,16
"01083",image-01083.png,s,p,45,-97,69,30,42,0,0,16
"01084",image-01084.png,s,p,53,66,-111,42,62,0,0,16
"01085",image-01085.png,s,p,50,9,89,2,50,0,0,16
"01086",image-01086.png,s,p,63,29,-47,29,59,0,0,16
"01087",image-01087.png,s,p,31,29,-102,45,54,0,0,16
"01088",image-01088.png,s,p,49,-44,63,44,64,0,0,16
"01089",image-01089.png,s,p,67,-4,119,15,49,0,0,16
"01090",image-01090.png,s,p,44,108,75,8,16,0,0,16
"01091",image-01091.png,s,p,36,32,10,29,41,0,0,16
"01092",image-01092.png,s,p,62,57,-25,29,70,0,0,16
"01093",image-01093.png,s,p,40,-45,87,14,17,0,0,16
"01094",image-01094.png,s,p,58,88,-109,7,21,0,0,16
"01095",image-01095.png,s,p,52,41,-71,3,36,0,0,16
"01096",image-01096.png,s,p,55,-17,-121,43,68,0,0,16
"01097",image-01097.png,s,p,41,66,-119,8,35,0,0,16
"01098",image-01098.png,s,p,54,125,23,38,26,0,0,16
"01099",image-01099.png,s,p,70,-10,-16,40,64,0,0,16
"01100",image-01100.png,s,p,66,-119,-77,29,23,0,0,16
"01101",image-01101.png,s,p,44,72,113,1,7,0,0,16
"01102",image-01102.png,s,p,30,-24,6,45,12,0,0,16
"01103",image-01103.png,s,p,32,30,7,20,39,0,0,16
"01104",image-01104.png,s,p,46,115,-90,43,8,0,0,16
"01105",image-01105.png,s,p,33,90,-3,9,13,0,0,16
"01106",image-01106.png,s,p,52,66,115,17,46,0,0,16
"01107",image-01107.png,s,p,50,-28,90,14,39,0,0,16
"01108",image-01108.png,s,p,43,35,106,10,19,0,0,16
"01109",image-01109.png,s,p,66,55,-113,32,41,0,0,16
"01110",image-01110.png,s,p,60,-51,34,2,4,0,0,16
"01111",image-01111.png,s,p,36,-119,112,13,10,0,0,16
"01112",image-01112.png,s,p,64,-82,50,5,8,0,0,16
"01113",image-01113.png,s,p,44,-32,-6,50,66,0,0,16
"01114",image-01114.png,s,p,38,-98,96,44,43,0,0,16
"01115",image-01115.png,s,p,53,41,65,19,30,0,0,16
"01116",image-01116.png,s,p,64,-34,-55,46,1,0,0,16
"01117",image-01117.png,s,p,45,-104,54,50,8,0,0,16
"01118",image-01118.png,s,p,69,47,69,25,46,0,0,16
"01119",image-01119.png,s,p,33,-28,98,46,36,0,0,16
"01120",image-01120.png,s,p,48,99,101,30,19,0,0,16
"01121",image-01121.png,s,p,43,78,31,48,61,0,0,16
"01122",image-01122.png,s,p,59,8,104,14,23,0,0,16
"01123",image-01123.png,s,p,44,-65,-125,14,26,0,0,16
"01124",image-01124.png,s,p,54,20,-123,8,36,0,0,16
"01125",image-01125.png,s,p,53,-4,84,1,35,0,0,16
"01126",image-01126.png,s,p,59,16,-78,18,51,0,0,16
"01127",image-01127.png,s,p,48,14,-6,30,5,0,0,16
"01128",image-01128.png,s,p,61,-83,111,26,13,0,0,16
"01129",image-01129.png,s,p,51,-12,107,15,24,0,0,16
"01130",image-01130.png,s,p,33,-30,54,47,8,0,0,16
"01131",image-01131.png,s,p,68,89,-82,24,44,0,0,16
"01132",image-01132.png,s,p,66,91,-11,45,43,0,0,16
"01133",image-01133.png,s,p,35,114,-1,26,7,0,0,16
"01134",image-01134.png,s,p,54,-15,57,48,20,0,0,16
"01135",image-01135.png,s,p,54,35,-88,49,30,0,0,16
"01136",image-01136.png,s,p,51,56,105,27,6,0,0,16
"01137",image-01137.png,s,p,57,59,66,17,14,0,0,16
"01138",image-01138.png,s,p,47,107,-9,39,51,0,0,16
"01139",image-01139.png,s,p,55,-112,-108,29,44,0,0,16
"01140",image-01140.png,s,p,62,31,-70,40,48,0,0,16
"01141",image-01141.png,s,p,56,-63,-81,46,5,0,0,16
"01142",image-01142.png,s,p,42,46,-25,34,47,0,0,16
"01143",image-01143.png,s,p,46,82,-57,39,18,0,0,16
"01144",image-01144.png,s,p,52,48,119,8,45,0,0,16
"01145",image-01145.png,s,p,67,120,-50,19,48,0,0,16
"01146",image-01146.png,s,p,62,-42,-91,17,6,0,0,16
"01147",image-01147.png,s,p,39,-95,-88,33,48,0,0,16
"01148",image-01148.png,s,p,43,-63,-114,45,66,0,0,16
"01149",image-01149.png,s,p,69,-4,91,20,42,0,0,16
"01150",image-01150.png,s,p,67,-108,124,14,28,0,0,16
"01151",image-01151.png,s,p,46,26,71,44,27,0,0,16
"01152",image-01152.png,s,p,51,-104,-11,14,41,0,0,16
"01153",image-01153.png,s,p,40,-67,-10,36,46,0,0,16
"01154",image-01154.png,s,p,40,86,-9,34,17,0,0,16
"01155",image-01155.png,s,p,46,-90,-52,40,12,0,0,16
"01156",image-01156.png,s,p,69,15,-9,18,32,0,0,16
"01157",image-01157.png,s,p,32,-47,-83,25,35,0,0,16
"01158",image-01158.png,s,p,43,11,12,30,53,0,0,16
"01159",image-01159.png,s,p,65,-55,-72,19,10,0,0,16
"01160",image-01160.png,s,p,55,-113,44,22,51,0,0,16
"01161",image-01161.png,s,p,51,106,53,20,2,0,0,16
"01162",image-01162.png,s,p,42,-114,4,30,58,0,0,16
"01163",image-01163.png,s,p,36,88,-115,2,57,0,0,16
"01164",image-01164.png,s,p,36,89,125,11,46,0,0,16
"01165",image-01165.png,s,p,45,65,21,49,1,0,0,16
"01166",image-01166.png,s,p,38,-95,88,24,14,0,0,16
"01167",image-01167.png,s,p,63,-1,79,20,61,0,0,16
"01168",image-01168.png,s,p,57,-114,31,5,52,0,0,16
"01169",image-01169.png,s,p,53,-123,83,21,9,0,0,16
"01170",image-01170.png,s,p,43,-15,89,5,53,0,0,16
"01171",image-01171.png,s,p,63,5,118,17,30,0,0,16
"01172",image-01172.png,s,p,36,42,-38,26,30,0,0,16
"01173",image-01173.png,s,p,65,-96,-33,50,10,0,0,16
"01174",image-01174.png,s,p,47,58,-61,7,6,0,0,16
"01175",image-01175.png,s,p,50,-88,2,7,56,0,0,16
"01176",image-01176.png,s,p,47,23,65,23,51,0,0,16
"01177",image-01177.png,s,p,39,53,-119,33,68,0,0,16
"01178",image-01178.png,s,p,59,-95,-80,32,10,0,0,16
"01179",image-01179.png,s,p,53,-10,119,16,49,0,0,16
"01180",image-01180.png,s,p,59,-73,69,43,64,0,0,16
"01181",image-01181.png,s,p,32,62,-30,49,54,0,0,16
"01182",image-01182.png,s,p,53,-28,-26,43,45,0,0,16
"01183",image-01183.png,s,p,68,-77,-93,24,24,0,0,16
"01184",image-01184.png,s,p,53,-113,-108,11,4,0,0,16
"01185",image-01185.png,s,p,66,117,-37,15,41,0,0,16
"01186",image-01186.png,s,p,32,-111,-119,15,59,0,0,16
"01187",image-01187.png,s,p,36,13,-42,21,6,0,0,16
"01188",image-01188.png,s,p,41,98,3,6,19,0,0,16
"01189",image-01189.png,s,p,30,123,121,31,9,0,0,16
"01190",image-01190.png,s,p,50,48,32,1,14,0,0,16
"01191",image-01191.png,s,p,39,-80,53,43,12,0,0,16
"01192",image-01192.png,s,p,43,39,-115,12,54,0,0,16
"01193",image-01193.png,s,p,66,-82,-36,40,1,0,0,16
"01194",image-01194.png,s,p,60,-70,104,24,59,0,0,16
"01195",image-01195.png,s,p,39,0,-50,46,58,0,0,16
"01196",image-01196.png,s,p,50,-82,16,25,66,0,0,16
"01197",image-01197.png,s,p,69,-16,-106,38,7,0,0,16
"01198",image-01198.png,s,p,68,53,89,48,67,0,0,16
"01199",image-01199.png,s,p,59,-106,-117,6,3,0,0,16
"01200",image-01200.png,s,p,65,-57,63,33,51,0,0,16
"01201",image-01201.png,s,p,57,-60,-103,15,67,0,0,16
"01202",image-01202.png,s,p,55,9,59,25,40,0,0,16
"01203",image-01203.png,s,p,66,119,-43,13,18,0,0,16
"01204",image-01204.png,s,p,70,-42,-120,27,43,0,0,16
"01205",image-01205.png,s,p,42,-15,75,26,20,0,0,16
"01206",image-01206.png,s,p,33,-33,-71,12,55,0,0,16
"01207",image-01207.png,s,p,46,-52,66,28,3,0,0,16
"01208",image-01208.png,s,p,51,-1,-67,2,16,0,0,16
"01209",image-01209.png,s,p,66,-63,61,3,11,0,0,16
"01210",image-01210.png,s,p,60,-103,69,11,26,0,0,16
"01211",image-01211.png,s,p,54,64,-91,12,32,0,0,16
"01212",image-01212.png,s,p,31,-120,61,22,19,0,0,16
"01213",image-01213.png,s,p,43,-28,-92,22,35,0,0,16
"01214",image-01214.png,s,p,38,-50,-89,27,65,0,0,16
"01215",image-01215.png,s,p,52,-13,30,12,66,0,0,16
"01216",image-01216.png,s,p,34,27,62,43,24,0,0,16
"01217",image-01217.png,s,p,32,-83,104,32,6,0,0,16
"01218",image-01218.png,s,p,58,-52,-50,11,21,0,0,16
"01219",image-01219.png,s,p,61,-66,-12,21,12,0,0,16
"01220",image-01220.png,s,p,40,-113,80,12,33,0,0,16
"01221",image-01221.png,s,p,46,-15,-95,42,53,0,0,16
"01222",image-01222.png,s,p,60,25,125,26,55,0,0,16
"01223",image-01223.png,s,p,61,-103,53,22,28,0,0,16
"01224",image-01224.png,s,p,65,25,22,44,48,0,0,16
"01225",image-01225.png,s,p,32,85,-69,50,39,0,0,16
"01226",image-01226.png,s,p,59,-88,-117,10,9,0,0,16
"01227",image-01227.png,s,p,70,-28,28,6,1,0,0,16
"01228",image-01228.png,s,p,69,-59,-31,28,52,0,0,16
"01229",image-01229.png,s,p,44,-5,88,11,49,0,0,16
"01230",image-01230.png,s,p,51,5,-5,40,67,0,0,16
"01231",image-01231.png,s,p,47,-104,99,24,27,0,0,16
"01232",image-01232.png,s,p,67,-23,47,22,35,0,0,16
"01233",image-01233.png,s,p,54,-90,90,8,54,0,0,16
"01234",image-01234.png,s,p,59,-26,37,24,26,0,0,16
"01235",image-01235.png,s,p,67,-56,68,20,21,0,0,16
"01236",image-01236.png,s,p,60,-6,115,42,1,0,0,16
"01237",image-01237.png,s,p,51,-117,-16,45,55,0,0,16
"01238",image-01238.png,s,p,64,85,22,11,4,0,0,16
"01239",image-01239.png,s,p,66,69,-79,23,54,0,0,16
"01240",image-01240.png,s,p,40,5,-21,17,25,0,0,16
"01241",image-01241.png,s,p,40,-78,18,31,9,0,0,16
"01242",image-01242.png,s,p,64,-87,-14,30,70,0,0,16
"01243",image-01243.png,s,p,55,-29,81,48,39,0,0,16
"01244",image-01244.png,s,p,57,117,9,48,61,0,0,16
"01245",image-01245.png,s,p,68,-117,-121,11,65,0,0,16
"01246",image-01246.png,s,p,47,-117,-30,7,24,0,0,16
"01247",image-01247.png,s,p,61,1,-55,43,6,0,0,16
"01248",image-01248.png,s,p,55,-61,99,49,13,0,0,16
"01249",image-01249.png,s,p,46,-30,58,31,63,0,0,16
"01250",image-01250.png,s,p,68,-69,119,31,52,0,0,16
"01251",image-01251.png,s,p,41,-5,29,27,23,0,0,16
"01252",image-01252.png,s,p,47,82,42,19,66,0,0,16
"01253",image-01253.png,s,p,64,-13,16,10,37,0,0,16
"01254",image-01254.png,s,p,70,-88,-29,33,12,0,0,16
"01255",image-01255.png,s,p,40,7,41,7,16,0,0,16
"01256",image-01256.png,s,p,43,-125,-45,7,50,0,0,16
"01257",image-01257.png,s,p,33,109,-62,40,7,0,0,16
"01258",image-01258.png,s,p,65,-85,-7,19,2,0,0,16
"01259",image-01259.png,s,p,52,-36,-18,40,14,0,0,16
"01260",image-01260.png,s,p,62,-26,-7,7,41,0,0,16
"01261",image-01261.png,s,p,36,78,-10,7,46,0,0,16
"01262",image-01262.png,s,p,35,85,73,5,36,0,0,16
"01263",image-01263.png,s,p,69,-93,85,15,24,0,0,16
"01264",image-01264.png,s,p,42,50,-116,1,28,0,0,16
"01265",image-01265.png,s,p,65,-20,-61,44,54,0,0,16
"01266",image-01266.png,s,p,31,116,98,19,55,0,0,16
"01267",image-01267.png,s,p,33,-55,-35,6,16,0,0,16
"01268",image-01268.png,s,p,39,-52,-9,20,12,0,0,16
"01269",image-01269.png,s,p,46,-92,-38,1,56,0,0,16
"01270",image-01270.png,s,p,70,-95,104,26,47,0,0,16
"01271",image-01271.png,s,p,48,57,-26,5,20,0,0,16
"01272",image-01272.png,s,p,70,11,65,21,23,0,0,16
"01273",image-01273.png,s,p,38,-97,-112,13,6,0,0,16
"01274",image-01274.png,s,p,46,-98,46,48,30,0,0,16
"01275",image-01275.png,s,p,52,-76,69,19,10,0,0,16
"01276",image-01276.png,s,p,46,-54,-107,18,19,0,0,16
"01277",image-01277.png,s,p,69,6,-83,29,35,0,0,16
"01278",image-01278.png,s,p,38,-39,-1,42,52,0,0,16
"01279",image-01279.png,s,p,31,21,20,23,43,0,0,16
"01280",image-01280.png,s,p,51,-27,49,20,60,0,0,16
"01281",image-01281.png,s,p,49,-34,102,27,34,0,0,16
"01282",image-01282.png,s,p,68,-90,-22,17,55,0,0,16
"01283",image-01283.png,s,p,31,57,-41,2,33,0,0,16
"01284",image-01284.png,s,p,56,61,16,50,26,0,0,16
"01285",image-01285.png,s,p,51,-58,18,40,53,0,0,16
"01286",image-01286.png,s,p,60,-125,0,37,40,0,0,16
"01287",image-01287.png,s,p,42,85,70,20,13,0,0,16
"01288",image-01288.png,s,p,31,-73,110,20,52,0,0,16
"01289",image-01289.png,s,p,46,0,73,1,5,0,0,16
"01290",image-01290.png,s,p,42,-50,-90,20,53,0,0,16
"01291",image-01291.png,s,p,34,-109,-55,50,26,0,0,16
"01292",image-01292.png,s,p,50,-54,27,1,2,0,0,16
"01293",image-01293.png,s,p,53,8,8,25,34,0,0,16
"01294",image-01294.png,s,p,32,58,-20,15,21,0,0,16
"01295",image-01295.png,s,p,53,82,-61,32,14,0,0,16
"01296",image-01296.png,s,p,55,-22,53,22,3,0,0,16
"01297",image-01297.png,s,p,56,98,-53,41,10,0,0,16
"01298",image-01298.png,s,p,51,16,-17,34,31,0,0,16
"01299",image-01299.png,s,p,54,-15,-47,1,32,0,0,16
"01300",image-01300.png,s,p,65,-17,119,10,13,0,0,16
"01301",image-01301.png,s,p,65,-65,-34,47,67,0,0,16
"01302",image-01302.png,s,p,42,17,-25,12,27,0,0,16
"01303",image-01303.png,s,p,55,67,48,37,19,0,0,16
"01304",image-01304.png,s,p,62,38,-88,26,36,0,0,16
"01305",image-01305.png,s,p,32,48,-71,16,38,0,0,16
"01306",image-01306.png,s,p,34,99,109,16,22,0,0,16
"01307",image-01307.png,s,p,55,-39,97,17,48,0,0,16
"01308",image-01308.png,s,p,47,-39,30,28,69,0,0,16
"01309",image-01309.png,s,p,64,-29,62,33,68,0,0,16
"01310",image-01310.png,s,p,63,77,-22,20,64,0,0,16
"01311",image-01311.png,s,p,36,24,115,48,5,0,0,16
"01312",image-01312.png,s,p,43,-27,-122,7,51,0,0,16
"01313",image-01313.png,s,p,46,-43,125,46,42,0,0,16
"01314",image-01314.png,s,p,68,-11,-17,24,8,0,0,16
"01315",image-01315.png,s,p,46,12,-57,27,16,0,0,16
"01316",image-01316.png,s,p,63,-47,85,37,24,0,0,16
"01317",image-01317.png,s,p,54,-107,-75,16,67,0,0,16
"01318",image-01318.png,s,p,34,15,17,16,38,0,0,16
"01319",image-01319.png,s,p,43,-100,52,29,41,0,0,16
"01320",image-01320.png,s,p,31,-81,4,24,61,0,0,16
"01321",image-01321.png,s,p,59,-74,93,41,60,0,0,16
"01322",image-01322.png,s,p,67,75,85,50,29,0,0,16
"01323",image-01323.png,s,p,31,90,108,13,19,0,0,16
"01324",image-01324.png,s,p,34,-69,-122,8,58,0,0,16
"01325",image-01325.png,s,p,35,96,-52,15,48,0,0,16
"01326",image-01326.png,s,p,58,47,14,17,68,0,0,16
"01327",image-01327.png,s,p,61,-81,48,27,35,0,0,16
"01328",image-01328.png,s,p,54,95,48,12,64,0,0,16
"01329",image-01329.png,s,p,43,-26,-42,17,54,0,0,16
"01330",image-01330.png,s,p,64,101,35,35,59,0,0,16
"01331",image-01331.png,s,p,35,46,-93,30,48,0,0,16
"01332",image-01332.png,s,p,32,-26,-67,30,59,0,0,16
"01333",image-01333.png,s,p,47,100,89,35,13,0,0,16
"01334",image-01334.png,s,p,57,33,64,39,46,0,0,16
"01335",image-01335.png,s,p,54,114,88,15,29,0,0,16
"01336",image-01336.png,s,p,65,116,119,46,14,0,0,16
"01337",image-01337.png,s,p,66,1,98,47,32,0,0,16
"01338",image-01338.png,s,p,52,94,-54,11,39,0,0,16
"01339",image-01339.png,s,p,52,-125,-120,9,32,0,0,16
"01340",image-01340.png,s,p,43,-33,104,9,65,0,0,16
"01341",image-01341.png,s,p,52,121,-78,36,23,0,0,16
"01342",image-01342.png,s,p,54,-6,-97,5,1,0,0,16
"01343",image-01343.png,s,p,47,98,-112,24,5,0,0,16
"01344",image-01344.png,s,p,65,55,-36,18,48,0,0,16
"01345",image-01345.png,s,p,57,-27,61,45,13,0,0,16
"01346",image-01346.png,s,p,67,-39,-68,49,36,0,0,16
"01347",image-01347.png,s,p,35,-124,-101,36,56,0,0,16
"01348",image-01348.png,s,p,61,88,-108,27,57,0,0,16
"01349",image-01349.png,s,p,68,71,-46,14,34,0,0,16
"01350",image-01350.png,s,p,39,-62,-20,29,34,0,0,16
"01351",image-01351.png,s,p,32,-47,81,38,22,0,0,16
"01352",image-01352.png,s,p,64,-6,41,36,53,0,0,16
"01353",image-01353.png,s,p,34,-7,-63,35,1,0,0,16
"01354",image-01354.png,s,p,42,28,-115,42,22,0,0,16
"01355",image-01355.png,s,p,49,105,-25,1,32,0,0,16
"01356",image-01356.png,s,p,52,-36,109,13,59,0,0,16
"01357",image-01357.png,s,p,63,5,-27,33,24,0,0,16
"01358",image-01358.png,s,p,65,60,42,15,42,0,0,16
"01359",image-01359.png,s,p,36,28,-46,29,60,0,0,16
"01360",image-01360.png,s,p,68,104,41,23,20,0,0,16
"01361",image-01361.png,s,p,64,-20,34,5,69,0,0,16
"01362",image-01362.png,s,p,66,80,-1,41,18,0,0,16
"01363",image-01363.png,s,p,37,83,86,13,8,0,0,16
"01364",image-01364.png,s,p,56,-52,-6,12,65,0,0,16
"01365",image-01365.png,s,p,46,-65,125,17,15,0,0,16
"01366",image-01366.png,s,p,35,13,-60,46,8,0,0,16
"01367",image-01367.png,s,p,50,-76,-25,45,21,0,0,16
"01368",image-01368.png,s,p,69,37,97,4,1,0,0,16
"01369",image-01369.png,s,p,39,97,106,33,3,0,0,16
"01370",image-01370.png,s,p,45,-116,87,14,10,0,0,16
"01371",image-01371.png,s,p,46,-53,88,11,63,0,0,16
"01372",image-01372.png,s,p,70,-10,-42,46,46,0,0,16
"01373",image-01373.png,s,p,32,-47,-47,35,48,0,0,16
"01374",image-01374.png,s,p,53,-69,-65,45,49,0,0,16
"01375",image-01375.png,s,p,37,-73,9,47,54,0,0,16
"01376",image-01376.png,s,p,57,-35,-103,10,48,0,0,16
"01377",image-01377.png,s,p,42,55,70,50,43,0,0,16
"01378",image-01378.png,s,p,64,25,-122,16,44,0,0,16
"01379",image-01379.png,s,p,43,-28,6,14,41,0,0,16
"01380",image-01380.png,s,p,47,-20,30,15,9,0,0,16
"01381",image-01381.png,s,p,53,4,-107,4,47,0,0,16
"01382",image-01382.png,s,p,69,38,-94,16,57,0,0,16
"01383",image-01383.png,s,p,56,-65,-36,21,66,0,0,16
"01384",image-01384.png,s,p,55,-102,-92,28,5,0,0,16
"01385",image-01385.png,s,p,67,-37,-60,37,55,0,0,16
"01386",image-01386.png,s,p,40,12,93,35,49,0,0,16
"01387",image-01387.png,s,p,68,-73,54,17,12,0,0,16
"01388",image-01388.png,s,p,69,123,-83,45,5,0,0,16
"01389",image-01389.png,s,p,36,-86,-94,5,1,0,0,16
"01390",image-01390.png,s,p,32,104,51,37,39,0,0,16
"01391",image-01391.png,s,p,35,-40,-10,39,2,0,0,16
